200,5/11/22,24.74
201,5/11/22,55.83
202,5/11/22,41.28
203,5/11/22,152.67
204,5/11/22,119.40
205,5/11/22,32.50
206,5/11/22,152.84
207,5/11/22,65.05
208,5/11/22,114.33
209,5/11/22,171.39
210,5/11/22,62.86
211,5/11/22,13.40
212,5/11/22,49.80
213,5/11/22,35.11
214,5/11/22,69.93
215,5/11/22,113.43
216,5/12/22,189.25
217,5/12/22,105.36
218,5/12/22,44.14
219,5/12/22,77.05
220,5/12/22,6.03
221,5/13/22,52.72
222,5/13/22,68.98
223,5/13/22,75.49
224,5/13/22,132.98
225,5/13/22,2.25
226,5/13/22,40.72
227,5/13/22,74.35
228,5/13/22,60.63
229,5/13/22,27.74
230,5/13/22,51.05
231,5/13/22,85.77
232,5/13/22,53.62
233,5/13/22,21.13
234,5/13/22,77.33
235,5/13/22,41.87
236,5/13/22,26.19
237,5/14/22,24.88
238,5/14/22,122.52
239,5/14/22,42.00
240,5/14/22,8.12
241,5/14/22,123.05
242,5/14/22,98.67
243,5/14/22,287.55
244,5/14/22,69.29
245,5/14/22,64.86
246,5/14/22,128.72
247,5/15/22,116.69
248,5/15/22,43.06
249,5/15/22,39.99
250,5/15/22,75.97
251,5/15/22,136.32
252,5/15/22,61.42
253,5/15/22,15.10
254,5/15/22,68.90
255,5/15/22,155.23
256,5/15/22,91.95
257,5/15/22,87.01
258,5/15/22,216.92
259,5/15/22,37.09
260,5/15/22,125.11
261,5/15/22,38.11
262,5/15/22,145.69
263,5/15/22,29.55
264,5/15/22,21.15
265,5/15/22,75.12
266,5/16/22,59.67
267,5/16/22,93.71
268,5/16/22,77.20
269,5/16/22,42.96
270,5/16/22,16.28
271,5/16/22,109.54
272,5/16/22,133.50
273,5/16/22,82.83
274,5/17/22,59.67
275,5/17/22,55.61
276,5/17/22,26.40
277,5/17/22,46.51
278,5/17/22,88.13
279,5/17/22,40.18
280,5/17/22,85.14
281,5/17/22,63.36
282,5/17/22,51.66
283,5/17/22,179.74
284,5/17/22,74.11
285,5/17/22,130.38
286,5/17/22,100.54
287,5/17/22,94.08
288,5/17/22,8.92
289,5/17/22,29.34
290,5/17/22,64.55
291,5/17/22,80.80
292,5/17/22,56.36
293,5/17/22,87.30
294,5/18/22,17.77
295,5/18/22,76.21
296,5/18/22,30.32
297,5/19/22,72.21
298,5/19/22,490.32
299,5/19/22,59.96
300,5/19/22,33.07
301,5/19/22,131.12
302,5/19/22,30.67
303,5/20/22,22.01
304,5/21/22,66.26
305,5/21/22,30.08
306,5/21/22,75.88
307,5/21/22,91.97
308,5/21/22,54.68
309,5/21/22,76.85
310,5/21/22,62.68
311,5/21/22,174.19
312,5/21/22,179.36
313,5/21/22,53.72
314,5/21/22,467.44
315,5/21/22,55.05
316,5/21/22,57.91
317,5/21/22,69.91
318,5/21/22,127.31
319,5/21/22,35.23
320,5/21/22,40.98
321,5/21/22,123.27
322,5/21/22,48.58
323,5/22/22,30.50
324,5/22/22,9.16
325,5/22/22,57.83
326,5/22/22,50.96
327,5/22/22,68.60
328,5/22/22,147.07
329,5/22/22,101.33
330,5/22/22,108.18
331,5/23/22,3.65
332,5/23/22,85.00
333,5/23/22,41.49
334,5/23/22,117.94
335,5/23/22,53.15
336,5/23/22,74.89
337,5/23/22,156.07
338,5/23/22,39.60
339,5/23/22,83.59
340,5/23/22,45.26
341,5/23/22,103.94
342,5/23/22,84.30
343,5/23/22,12.45
344,5/23/22,101.89
345,5/23/22,32.57
346,5/23/22,1.79
347,5/24/22,78.43
348,5/24/22,37.06
349,5/24/22,31.32
350,5/24/22,44.95
351,5/24/22,6.22
352,5/24/22,86.61
353,5/25/22,30.74
354,5/25/22,92.53
355,5/25/22,66.99
356,5/25/22,73.84
357,5/25/22,62.35
358,5/25/22,40.16
359,5/25/22,80.66
360,5/25/22,4.82
361,5/25/22,92.38
362,5/25/22,94.15
363,5/25/22,60.57
364,5/25/22,89.99
365,5/25/22,69.44
366,5/25/22,96.13
367,5/25/22,78.60
